Document Class (determined),Coverage Start,Coverage End,Coverage Days,New Filename,Folder,Original Filename,MiEnviro Category,MiEnviro Document Class (prior),Class Changed,MiEnviro DocDate,Document Mgmt ID,MiEnviro Original Name,MiEnviro Deep Link,Pages,Text Source,Determination Basis,Confidence,Adjudicated by Claude,SHA256,Bytes
Laboratory / Toxics / WET,2017-09-11,2017-09-26,16,2017-09-11 to 2017-09-26 0360_2018-10-29_FY18 Biosolids Metals and Nutrient Results.pdf,Laboratory - Toxics - WET,0360_2018-10-29_FY18 Biosolids Metals and Nutrient Results.pdf,Applicant Attachments,Biosolids / Land Application,YES,2018-10-29,-4976390370056266928,FY18 Biosolids Metals and Nutrient Results.pdf v1,https://mienviro.michigan.gov/ncore/downloadpdf/-4976390370056266928,3,embedded text,"KAR Laboratories analytical report on one sludge sample, fall biosolids",medium,,7976b96f00295a900fb4304850a5d10875b2f72906bf8a2108d7d3fbf3f1ace2,186142
Laboratory / Toxics / WET,2017-09-11,2017-10-18,38,2017-09-11 to 2017-10-18 0364_2018-10-29_FY18 Fecal-Enteric-Etc Results.pdf,Laboratory - Toxics - WET,0364_2018-10-29_FY18 Fecal-Enteric-Etc Results.pdf,Applicant Attachments,Biosolids / Land Application,YES,2018-10-29,1281372020643953927,FY18 Fecal-Enteric-Etc Results.pdf v1,https://mienviro.michigan.gov/ncore/downloadpdf/1281372020643953927,1,embedded text,"HML analytical report, fecal/salmonella/helminth, sampled 9/11/17 reported 10/18/17",high,,d25b1d7f6de8ec5dbe959c7f2049e76c5e43fb07f3ca8c0146ad74bf5978a445,417106
Laboratory / Toxics / WET,2017-09-11,2018-05-15,247,2017-09-11 to 2018-05-15 0283_2018-05-15_Docs from WWTP.pdf,Laboratory - Toxics - WET,0283_2018-05-15_Docs from WWTP.pdf,NPDES Biosolids Evaluation,Biosolids / Land Application,YES,2018-05-15,8194633805971928943,Docs from WWTP.pdf,https://mienviro.michigan.gov/ncore/downloadpdf/8194633805971928943,3,OCR (tesseract),HML pathogen analysis report plus mercury source list compilation,medium,,baec26cc87331a0de5493b2b214b89dde07a912d5d88e97f1589adbf670d4c64,1140282
Laboratory / Toxics / WET,2017-10-01,2017-11-30,61,2017-10-01 to 2017-11-30 0363_2018-10-29_FY18 Daily Total Solids log.pdf,Laboratory - Toxics - WET,0363_2018-10-29_FY18 Daily Total Solids log.pdf,Applicant Attachments,Biosolids / Land Application,YES,2018-10-29,-2551312139639093636,FY18 Daily Total Solids log.pdf v1,https://mienviro.michigan.gov/ncore/downloadpdf/-2551312139639093636,1,OCR (tesseract),"Handwritten biosolids lab bench sheet labeled Fall 2017, Oct-Nov dates",medium,,e80dbf8ded15c88947a102a97348d077e4d4c27fb5b17d7485ba78e6bc31c947,128419
Laboratory / Toxics / WET,2017-10-31,2017-11-09,10,2017-10-31 to 2017-11-09 0284_2018-05-15_IMG_0032-cas.pdf,Laboratory - Toxics - WET,0284_2018-05-15_IMG_0032-cas.pdf,NPDES Biosolids Evaluation,Biosolids / Land Application,YES,2018-05-15,7845561818448436059,IMG_0032-cas.JPG,https://mienviro.michigan.gov/ncore/downloadpdf/7845561818448436059,1,OCR (tesseract),"Image read: handwritten BIO SOLIDS LAB DATA bench sheet, pH/TS/TVS 10-31-17 to 11-9-17",high,YES,0e02d3e672f2b7639ae9db2d9e27fadc8c5c2b202a4ed0e1b10bcb65cff03eb5,56529
Laboratory / Toxics / WET,2018-02-12,2018-02-14,3,2018-02-12 to 2018-02-14 0237_2018-02-14_Cadillac WWTP Ammonia Method 021418 email.pdf,Laboratory - Toxics - WET,0237_2018-02-14_Cadillac WWTP Ammonia Method 021418 email.pdf,NPDES Misc. Site Docs,Laboratory / Toxics / WET,,2018-02-14,-7195529521434838094,Cadillac WWTP Ammonia Method 021418 email.msg,https://mienviro.michigan.gov/ncore/downloadpdf/-7195529521434838094,2,embedded text,Email thread on ammonia ISE analytical method and lab QA/QC,medium,,2c0739b418781463b88472301c78cfdc32ac3cb6b8e980caa05511b475a7dd87,111074
Laboratory / Toxics / WET,2018-02-12,2018-03-15,32,2018-02-12 to 2018-03-15 0241_2018-03-15_Cadillac WWTP Ammonia Method 031518 email.pdf,Laboratory - Toxics - WET,0241_2018-03-15_Cadillac WWTP Ammonia Method 031518 email.pdf,NPDES Misc. Site Docs,Laboratory / Toxics / WET,,2018-03-15,-2361783230760937000,Cadillac WWTP Ammonia Method 031518 email.msg,https://mienviro.michigan.gov/ncore/downloadpdf/-2361783230760937000,3,embedded text,Email thread approving Hach ammonia method for permit monitoring,medium,,f443f7d3ef660cf929fb4f06c7783c717528b9a4beead1ae0f41f420cba2eacd,105588
Laboratory / Toxics / WET,2018-02-27,2018-03-02,4,2018-02-27 to 2018-03-02 0242_2018-03-16_AlternateTestMethod-Ammonia_MI0020257_3-2-2018.pdf,Laboratory - Toxics - WET,0242_2018-03-16_AlternateTestMethod-Ammonia_MI0020257_3-2-2018.pdf,Misc Site Docs,Laboratory / Toxics / WET,,2018-03-16,-6162908203363123759,AlternateTestMethod-Ammonia_MI0020257_3-2-2018.msg,https://mienviro.michigan.gov/ncore/downloadpdf/-6162908203363123759,2,embedded text,Internal DEQ concurrence on alternate ammonia test method,medium,,db1371f3e1f401f6dd20bfeadb7cbb70c825b842082df0bf29f28c32f7ff6bf2,89632
Laboratory / Toxics / WET,2018-03-28,2018-04-23,27,2018-03-28 to 2018-04-23 0281_2018-05-08_Pace Biosolids 3-28-2018 Sampling results.pdf,Laboratory - Toxics - WET,0281_2018-05-08_Pace Biosolids 3-28-2018 Sampling results.pdf,NPDES Biosolids Evaluation,Biosolids / Land Application,YES,2018-05-08,4273878836246250660,Pace Biosolids 3-28-2018 Sampling results.pdf,https://mienviro.michigan.gov/ncore/downloadpdf/4273878836246250660,44,embedded text,Pace Analytical laboratory report for biosolids samples,high,,bb9d5bc3d13f0fb497e06dcb9eea1522ff918be4a955f81dd3847066e4661415,986609
Laboratory / Toxics / WET,2018-03-28,2018-05-09,43,2018-03-28 to 2018-05-09 0289_2018-05-17_Spring 2018-Pathogen results.pdf,Laboratory - Toxics - WET,0289_2018-05-17_Spring 2018-Pathogen results.pdf,NPDES Biosolids Evaluation,Biosolids / Land Application,YES,2018-05-17,-2173118411864624684,Spring 2018-Pathogen results.pdf,https://mienviro.michigan.gov/ncore/downloadpdf/-2173118411864624684,1,OCR (tesseract),HML analytical report on digester sample collected 3/28/2018,medium,,cb4bdb5ff6aa40744ac7c08197e2d8d8aa08b4d4bbbae82482bdba5a4645a23f,179840
Laboratory / Toxics / WET,2018-03-28,2018-05-09,43,2018-03-28 to 2018-05-09 0365_2018-10-29_FY18 Fecal-Enteric-Etc Results.pdf,Laboratory - Toxics - WET,0365_2018-10-29_FY18 Fecal-Enteric-Etc Results.pdf,Applicant Attachments,Biosolids / Land Application,YES,2018-10-29,2125445999343170799,FY18 Fecal-Enteric-Etc Results.pdf v1,https://mienviro.michigan.gov/ncore/downloadpdf/2125445999343170799,2,OCR (tesseract),"HML analytical report, sampled 3/28/2018, reported 5/9/2018",high,,03507ff794218b2b50b0244c9af479f63c4fd9110ec7b3ed0eca919ee6e67237,414125
Laboratory / Toxics / WET,2018-03-29,2018-04-23,26,2018-03-29 to 2018-04-23 0361_2018-10-29_FY18 Biosolids Metals and Nutrient Results.pdf,Laboratory - Toxics - WET,0361_2018-10-29_FY18 Biosolids Metals and Nutrient Results.pdf,Applicant Attachments,Biosolids / Land Application,YES,2018-10-29,-276971073099901928,FY18 Biosolids Metals and Nutrient Results.pdf v1,https://mienviro.michigan.gov/ncore/downloadpdf/-276971073099901928,44,embedded text,"Pace Analytical laboratory analysis report, biosolids project, reported 4/23/2018",medium,,bb9d5bc3d13f0fb497e06dcb9eea1522ff918be4a955f81dd3847066e4661415,986609
Laboratory / Toxics / WET,2018-04-17,2018-04-17,1,2018-04-17 to 2018-04-17 0252_2018-04-17_Cadillac WWTP Fecal Method email 041718.pdf,Laboratory - Toxics - WET,0252_2018-04-17_Cadillac WWTP Fecal Method email 041718.pdf,NPDES Misc. Site Docs,Site / Miscellaneous,YES,2018-04-17,4841671392581047597,Cadillac WWTP Fecal Method email 041718.msg,https://mienviro.michigan.gov/ncore/downloadpdf/4841671392581047597,1,embedded text,Email notifying DEQ of fecal coliform method switch to Colilert-18,medium,,76139a11277a608d2c2e959f07e324d9666ee78f21ca19f661125af9fa8d4973,66085
Laboratory / Toxics / WET,2018-05-01,2018-05-31,31,2018-05-01 to 2018-05-31 0362_2018-10-29_FY18 Daily Solids Log.pdf,Laboratory - Toxics - WET,0362_2018-10-29_FY18 Daily Solids Log.pdf,Applicant Attachments,Biosolids / Land Application,YES,2018-10-29,-8344340778069091413,FY18 Daily Solids Log.pdf v1,https://mienviro.michigan.gov/ncore/downloadpdf/-8344340778069091413,1,OCR (tesseract),"Handwritten biosolids lab bench sheet, pH/TS/TVS, May 2018 dates",medium,,3f2a6c4f849908ef7b665083a26f54a37e46105c0d8830eedeb0b00370841a7c,145831
Laboratory / Toxics / WET,2018-10-04,2018-10-29,26,2018-10-04 to 2018-10-29 0384_2018-11-29_J17646-1 UDS Level 2 Report Final Report (Leachate).pdf,Laboratory - Toxics - WET,0384_2018-11-29_J17646-1 UDS Level 2 Report Final Report (Leachate).pdf,Applicant Attachments,Industrial Pretreatment / IPP,YES,2018-11-29,792182164173532957,J17646-1 UDS Level 2 Report Final Report (Leachate).pdf v1,https://mienviro.michigan.gov/ncore/downloadpdf/792182164173532957,23,embedded text,TestAmerica PFAS analytical report on leachate samples,high,,f14db99c8153f5bb88297170433b6195aa16344f8c44a173f687b4c76fd577e6,2220096
Laboratory / Toxics / WET,2018-10-04,2018-10-29,26,2018-10-04 to 2018-10-29 J17646-1 UDS Level 2 Report Final Report (Leachate)-1.pdf,Laboratory - Toxics - WET,J17646-1 UDS Level 2 Report Final Report (Leachate)-1.pdf,,,NEW - not in manifest,,,,,23,embedded text,TestAmerica PFAS analytical report on leachate samples,high,,f14db99c8153f5bb88297170433b6195aa16344f8c44a173f687b4c76fd577e6,2220096
Laboratory / Toxics / WET,2018-10-04,2018-10-29,26,2018-10-04 to 2018-10-29 J17646-1 UDS Level 2 Report Final Report (Leachate)-2.pdf,Laboratory - Toxics - WET,J17646-1 UDS Level 2 Report Final Report (Leachate)-2.pdf,,,NEW - not in manifest,,,,,23,embedded text,TestAmerica PFAS analytical report on leachate samples,high,,f14db99c8153f5bb88297170433b6195aa16344f8c44a173f687b4c76fd577e6,2220096
Laboratory / Toxics / WET,2018-10-04,2018-10-29,26,2018-10-04 to 2018-10-29 J17646-1 UDS Level 2 Report Final Report (Leachate).pdf,Laboratory - Toxics - WET,J17646-1 UDS Level 2 Report Final Report (Leachate).pdf,,,NEW - not in manifest,,,,,23,embedded text,TestAmerica PFAS analytical report on leachate samples,high,,f14db99c8153f5bb88297170433b6195aa16344f8c44a173f687b4c76fd577e6,2220096
Laboratory / Toxics / WET,2018-10-29,2018-10-29,1,2018-10-29 to 2018-10-29 0349_2018-10-29_FW_ TestAmerica invoice and report files from 190-17646-1 City of Cadillac.pdf,Laboratory - Toxics - WET,0349_2018-10-29_FW_ TestAmerica invoice and report files from 190-17646-1 City of Cadillac.pdf,Industrial Pretreatment Program (IPP),Industrial Pretreatment / IPP,YES,2018-10-29,7777500079687113609,FW_ TestAmerica invoice and report files from 190-17646-1 City of Cadillac.msg,https://mienviro.michigan.gov/ncore/downloadpdf/7777500079687113609,42,embedded text,"Bulk is TestAmerica PFAS analytical report on leachate, transmitted by email",medium,,ca6efe433ab08346623353b57ec08024167a2d0f4b8eeb3d06818537641933d7,2696076
Laboratory / Toxics / WET,2018-10-29,2018-11-07,10,2018-10-29 to 2018-11-07 0374_2018-11-07_FW_ TestAmerica invoice and report files from 190-17646-1 City of Cadillac.pdf,Laboratory - Toxics - WET,0374_2018-11-07_FW_ TestAmerica invoice and report files from 190-17646-1 City of Cadillac.pdf,Industrial Pretreatment Program (IPP),Industrial Pretreatment / IPP,YES,2018-11-07,-1449555407544169069,FW_ TestAmerica invoice and report files from 190-17646-1 City of Cadillac.msg,https://mienviro.michigan.gov/ncore/downloadpdf/-1449555407544169069,42,embedded text,Duplicate TestAmerica PFAS leachate analytical report transmittal,medium,,17dfcc25e8a000c958df286900ed43baac2eb39801eb502c8fa3d21f0fc88dfa,2696076
Permit / Application,2004-04-01,2004-04-01,1,2004-04-01 to 2004-04-01 0174_2017-04-03_NPDES.pdf,Permit - Application,0174_2017-04-03_NPDES.pdf,Applicant Attachments,Permit / Application,,2017-04-03,4641308164668318184,NPDES.pdf v1,https://mienviro.michigan.gov/ncore/downloadpdf/4641308164668318184,3,embedded text,NPDES fact sheet and draft permit public notice for MI0020257,medium,,f809ae7f23d8bb9fcb21aed5b0c1c9fdadf217b707960b09bfe12c7d1a67f689,60529
Permit / Application,2012-01-19,2012-01-19,1,2012-01-19 to 2012-01-19 0012_2012-01-18_Cadillac WWTP Must Apply Letter.pdf,Permit - Application,0012_2012-01-18_Cadillac WWTP Must Apply Letter.pdf,Conversion - SITE,Site / Miscellaneous,YES,2012-01-18,-8849600511584876014,Cadillac WWTP Must Apply Letter.pdf,https://mienviro.michigan.gov/ncore/downloadpdf/-8849600511584876014,1,OCR (tesseract),"DEQ notification to reapply for NPDES permit, dated January 19 2012",high,,7569ec8ae87d50dee24699d9db6e62e4d8d2d21a9a58a5fe4e492aeeb098ec30,69853
Permit / Application,2012-03-26,2012-03-26,1,2012-03-26 to 2012-03-26 0013_2012-03-26_Cadillac WWTP Application.pdf,Permit - Application,0013_2012-03-26_Cadillac WWTP Application.pdf,Conversion - Compliance Action,Compliance / Enforcement,YES,2012-03-26,-7021570928602701902,Cadillac WWTP Application.pdf,https://mienviro.michigan.gov/ncore/downloadpdf/-7021570928602701902,15,OCR (tesseract),State of Michigan NPDES permit application form itself,high,,28cb3d356292e14a94408479230900bab0e3cf46d529981b22f1b64a1f0b46d4,1139694
Permit / Application,2012-04-11,2012-04-11,1,2012-04-11 to 2012-04-11 0020_2012-04-11_Cadillac WWTP NEC.pdf,Permit - Application,0020_2012-04-11_Cadillac WWTP NEC.pdf,Conversion - Compliance Action,Compliance / Enforcement,YES,2012-04-11,2907549657209812738,Cadillac WWTP NEC.pdf,https://mienviro.michigan.gov/ncore/downloadpdf/2907549657209812738,2,OCR (tesseract),No Exposure Certification form for storm water permit exclusion,medium,,f91bc1d16ef317f63e4cc5171be940e63db4995da8ea56d1e7fd4c401a5a76a2,144025
Permit / Application,2013-01-02,2013-01-02,1,2013-01-02 to 2013-01-02 0022_2012-11-09_WQBEL Memo - Conventionals.pdf,Permit - Application,0022_2012-11-09_WQBEL Memo - Conventionals.pdf,Conversion - Permit,Permit / Application,,2012-11-09,-2587941060086653778,WQBEL Memo - Conventionals.doc,https://mienviro.michigan.gov/ncore/downloadpdf/-2587941060086653778,3,embedded text,WQBEL interoffice memo for conventionals dated January 2 2013,high,,010e59bfec55326f2ba3a17123f954670730ab3332af3d09eee153951c6e5aa3,57464
Permit / Application,2013-03-09,2013-03-09,1,2013-03-09 to 2013-03-09 0023_2013-03-09_Application Complete Checklist.pdf,Permit - Application,0023_2013-03-09_Application Complete Checklist.pdf,Conversion - Permit,Permit / Application,,2013-03-09,-750857842152552655,Application Complete Checklist.doc,https://mienviro.michigan.gov/ncore/downloadpdf/-750857842152552655,2,embedded text,NPDES application review completeness checklist dated March 9 2013,high,,a8467842a68c4956397f1ee6a88e663a9cc0b83b25ccea27fe7d9dc3afb98153,94422
Permit / Application,2013-05-02,2013-05-02,1,2013-05-02 to 2013-05-02 0024_2013-04-18_WQBEL Memo - Toxics.pdf,Permit - Application,0024_2013-04-18_WQBEL Memo - Toxics.pdf,Conversion - Permit,Permit / Application,,2013-04-18,-8853155827505618463,WQBEL Memo - Toxics.doc,https://mienviro.michigan.gov/ncore/downloadpdf/-8853155827505618463,3,embedded text,Permit review recommendations for toxics memo dated May 2 2013,high,,2b0126ecff7a2c1c97c609baa1d7344905ae4ea6dd4b298a9b6c6f7d1e891ebd,65700
Permit / Application,2013-05-02,2013-05-02,1,2013-05-02 to 2013-05-02 0025_2013-05-02_CadillacWWTP_FS.pdf,Permit - Application,0025_2013-05-02_CadillacWWTP_FS.pdf,Conversion - Compliance Action,Compliance / Enforcement,YES,2013-05-02,8407029926974047625,CadillacWWTP_FS.pdf,https://mienviro.michigan.gov/ncore/downloadpdf/8407029926974047625,13,embedded text,WQBEL-Toxics fact/decision sheet for permit reissuance,high,,7621bc53d1a129b74d1df6e7fddcc25b56a11e9bf9c0f5683dd08aca00b5a4d3,150653
Permit / Application,2013-05-17,2013-05-17,1,2013-05-17 to 2013-05-17 0026_2013-05-17_Application Compliance Comments.pdf,Permit - Application,0026_2013-05-17_Application Compliance Comments.pdf,Conversion - Permit,Compliance / Enforcement,YES,2013-05-17,-4758370497540417923,Application Compliance Comments.doc,https://mienviro.michigan.gov/ncore/downloadpdf/-4758370497540417923,1,embedded text,District office compliance comments memo supporting permit application review,high,,3357401135d7a3f3fab54349edb6eef19edb0d36bd79a82d4d7fe344104f99d4,77701
Permit / Application,2013-05-21,2013-05-21,1,2013-05-21 to 2013-05-21 0028_2013-05-21_Fact Sheet.pdf,Permit - Application,0028_2013-05-21_Fact Sheet.pdf,Conversion - Permit,Permit / Application,,2013-05-21,103605179192073784,Fact Sheet.doc,https://mienviro.michigan.gov/ncore/downloadpdf/103605179192073784,3,embedded text,NPDES permit fact sheet for draft permit,high,,8c90a77c94c4c47d904a0a76068fce14f071a6f27aaf4abb38476e6742711607,148677
Permit / Application,2013-05-22,2013-05-22,1,2013-05-22 to 2013-05-22 0029_2013-05-22_Basis for Decision Memo.pdf,Permit - Application,0029_2013-05-22_Basis for Decision Memo.pdf,Conversion - Permit,Permit / Application,,2013-05-22,6383819432886238526,Basis for Decision Memo.doc,https://mienviro.michigan.gov/ncore/downloadpdf/6383819432886238526,3,embedded text,Basis for decision memo dated May 22 2013,high,,7c5d554fdfd836f1292052c6fbabeb370fbc4a1df7dcba6230e680eb56f949eb,93942
Permit / Application,2013-05-22,2013-05-22,1,2013-05-22 to 2013-05-22 0039_2013-08-16_Cadillac WWTP Basis for Decision Memo.pdf,Permit - Application,0039_2013-08-16_Cadillac WWTP Basis for Decision Memo.pdf,Conversion - Compliance Action,Compliance / Enforcement,YES,2013-08-16,-7391325481454595778,Cadillac WWTP Basis for Decision Memo.pdf,https://mienviro.michigan.gov/ncore/downloadpdf/-7391325481454595778,3,embedded text,"Basis for decision memo, processor date May 22 2013",high,,945d8de957d5c696cec21537b88d9d4c2269e11dd4eee6484231f8ed073b68c0,15001
Permit / Application,2013-05-23,2013-05-23,1,2013-05-23 to 2013-05-23 0031_2013-05-23_Pre-Public Notice Letter.pdf,Permit - Application,0031_2013-05-23_Pre-Public Notice Letter.pdf,Conversion - Permit,Compliance / Enforcement,YES,2013-05-23,-3570540961383078534,Pre-Public Notice Letter.doc,https://mienviro.michigan.gov/ncore/downloadpdf/-3570540961383078534,1,embedded text,"Pre-public-notice letter transmitting draft permit, fact sheet",high,,fb21b621420c347113c279bd2b783f080187ab43c4a97d3c4c91d3c139a1e0e2,44515
Permit / Application,2013-07-17,2013-07-17,1,2013-07-17 to 2013-07-17 0034_2013-07-17_Cadillac PPN Email.pdf,Permit - Application,0034_2013-07-17_Cadillac PPN Email.pdf,Conversion - Compliance Action,Compliance / Enforcement,YES,2013-07-17,691496640525586540,Cadillac PPN Email.pdf,https://mienviro.michigan.gov/ncore/downloadpdf/691496640525586540,1,embedded text,Email transmitting draft NPDES permit package July 17 2013,high,,fc4cdee2334ed73e36faf276f8e77870c2bda256e084183cfd41565d87f66524,24670
Permit / Application,2013-07-31,2013-07-31,1,2013-07-31 to 2013-07-31 0047_2013-08-16_MDEQ Draft NPDES Response from Cadillac.pdf,Permit - Application,0047_2013-08-16_MDEQ Draft NPDES Response from Cadillac.pdf,Conversion - Compliance Action,Compliance / Enforcement,YES,2013-08-16,7119989374435100322,MDEQ Draft NPDES Response from Cadillac.pdf,https://mienviro.michigan.gov/ncore/downloadpdf/7119989374435100322,2,OCR (tesseract),City of Cadillac comment letter on draft NPDES permit,high,,9ae7e9ec146a7f9f79c585691b9b067f34a9eceb845c40f6696b6c51e0b4ceed,451397
Permit / Application,2013-08-01,2013-08-01,1,2013-08-01 to 2013-08-01 0040_2013-08-16_Cadillac WWTP PPN Comments.pdf,Permit - Application,0040_2013-08-16_Cadillac WWTP PPN Comments.pdf,Conversion - Compliance Action,Compliance / Enforcement,YES,2013-08-16,4017018463330352813,Cadillac WWTP PPN Comments.pdf,https://mienviro.michigan.gov/ncore/downloadpdf/4017018463330352813,1,embedded text,City email transmitting draft permit comment letter August 1 2013,high,,ce6a56a753b1a7f03d2fc5914a24e376780ab62b9c60315e096f3e348dc67a8d,48758
Permit / Application,2013-08-01,2013-08-02,2,2013-08-01 to 2013-08-02 0041_2013-08-16_Cadillac WWTP PPN Email Exchange 2.pdf,Permit - Application,0041_2013-08-16_Cadillac WWTP PPN Email Exchange 2.pdf,Conversion - Compliance Action,Compliance / Enforcement,YES,2013-08-16,-8309188111481449431,Cadillac WWTP PPN Email Exchange 2.pdf,https://mienviro.michigan.gov/ncore/downloadpdf/-8309188111481449431,1,embedded text,"Email exchange on draft permit limits, August 1-2 2013",high,,5a65001ec1b9f460e1faaeab5e28df4961b36b846d5a3336e33afe7cf9eae4c5,54341
Permit / Application,2013-08-01,2013-08-08,8,2013-08-01 to 2013-08-08 0042_2013-08-16_Cadillac WWTP PPN Email Exchange.pdf,Permit - Application,0042_2013-08-16_Cadillac WWTP PPN Email Exchange.pdf,Conversion - Compliance Action,Compliance / Enforcement,YES,2013-08-16,-2888412398541189349,Cadillac WWTP PPN Email Exchange.pdf,https://mienviro.michigan.gov/ncore/downloadpdf/-2888412398541189349,2,embedded text,Email thread on draft permit comments through August 8 2013,high,,4d33f697af5efbc94546c6d885deed1f76d072bcb733e19e6e6da547f7ae793b,57477
Permit / Application,2013-08-01,2013-08-09,9,2013-08-01 to 2013-08-09 0045_2013-08-16_Cadillac WWTP Response to Comments Email.pdf,Permit - Application,0045_2013-08-16_Cadillac WWTP Response to Comments Email.pdf,Conversion - Compliance Action,Compliance / Enforcement,YES,2013-08-16,-4130029830579911351,Cadillac WWTP Response to Comments Email.pdf,https://mienviro.michigan.gov/ncore/downloadpdf/-4130029830579911351,2,embedded text,Email thread transmitting response to draft permit comments,high,,0c57d1accdb1e78f9070fd5669877a56b80c467ebf8bc63c1d29c4ec6040e731,55354
Permit / Application,2013-08-01,2013-08-29,29,2013-08-01 to 2013-08-29 0059_2013-11-13_Cadillac WWTP Emails about meeting 8-29-13.pdf,Permit - Application,0059_2013-11-13_Cadillac WWTP Emails about meeting 8-29-13.pdf,Conversion - Compliance Action,Compliance / Enforcement,YES,2013-11-13,-1880339282009717938,Cadillac WWTP Emails about meeting 8-29-13.pdf,https://mienviro.michigan.gov/ncore/downloadpdf/-1880339282009717938,2,embedded text,August 2013 email thread scheduling draft NPDES permit negotiation meeting,medium,,09686947fac2b0f03c79d6da9e39617e631f32fff06cd6e091a381a6124999de,99949
Permit / Application,2013-08-08,2013-08-08,1,2013-08-08 to 2013-08-08 0036_2013-08-08_CadillacWWTP_ToxicsFactSheet.pdf,Permit - Application,0036_2013-08-08_CadillacWWTP_ToxicsFactSheet.pdf,Conversion - Compliance Action,Compliance / Enforcement,YES,2013-08-08,-7691202997137362379,CadillacWWTP_ToxicsFactSheet.pdf,https://mienviro.michigan.gov/ncore/downloadpdf/-7691202997137362379,14,embedded text,WQBEL-Toxics fact/decision sheet updated August 8 2013,high,,3be60aade3cc97cc96fd776c0ac50dda97783f9c6d4854e730af67e41f49a3af,155911
Permit / Application,2013-08-08,2013-08-08,1,2013-08-08 to 2013-08-08 0037_2013-08-08_General Purpose Memo.pdf,Permit - Application,0037_2013-08-08_General Purpose Memo.pdf,Conversion - Permit,Permit / Application,,2013-08-08,-5476792548719461782,General Purpose Memo.doc,https://mienviro.michigan.gov/ncore/downloadpdf/-5476792548719461782,2,embedded text,Memo responding to city comments on draft NPDES permit,high,,1c00611c5984fbfb5b78f07a7d3ab543ddb9578503ea224b693a9e2c540501e1,72345
Permit / Application,2013-08-08,2013-08-08,1,2013-08-08 to 2013-08-08 0046_2013-08-16_Cadillac WWTP Response to Comments.pdf,Permit - Application,0046_2013-08-16_Cadillac WWTP Response to Comments.pdf,Conversion - Compliance Action,Compliance / Enforcement,YES,2013-08-16,3731373716033583448,Cadillac WWTP Response to Comments.pdf,https://mienviro.michigan.gov/ncore/downloadpdf/3731373716033583448,2,embedded text,Interoffice memo responding to city draft permit comments,high,,794fa716ff9bc4e1e606417df33b733ae4410b42af19a2a79ca9fa90295abcd2,10485
Permit / Application,2013-08-16,2013-08-16,1,2013-08-16 to 2013-08-16 0044_2013-08-16_Cadillac WWTP Public Notice Email.pdf,Permit - Application,0044_2013-08-16_Cadillac WWTP Public Notice Email.pdf,Conversion - Compliance Action,Compliance / Enforcement,YES,2013-08-16,7362722464259672092,Cadillac WWTP Public Notice Email.pdf,https://mienviro.michigan.gov/ncore/downloadpdf/7362722464259672092,1,embedded text,Email transmitting public notice package dated August 16 2013,high,,24e90c7c60780a785afa4f10b17521e00f735a7c18c5a296ee05752424ab8b97,25090
Permit / Application,2013-08-16,2013-09-19,35,2013-08-16 to 2013-09-19 0048_2013-08-16_Public Notice Letter.pdf,Permit - Application,0048_2013-08-16_Public Notice Letter.pdf,Conversion - Permit,Compliance / Enforcement,YES,2013-08-16,1627519268423672263,Public Notice Letter.doc,https://mienviro.michigan.gov/ncore/downloadpdf/1627519268423672263,2,embedded text,"Cover letter transmitting draft permit, fact sheet, public notice; posting period stated",high,,b5d3b14f1181aaa01203e90aeadc419676bbc33cb252fea7a8a52776ab83338a,49377
Permit / Application,2013-08-20,2013-08-20,1,2013-08-20 to 2013-08-20 0049_2013-08-16_Public Notice Notification.pdf,Permit - Application,0049_2013-08-16_Public Notice Notification.pdf,Conversion - Permit,Permit / Application,,2013-08-16,-6015990787720855289,Public Notice Notification.doc,https://mienviro.michigan.gov/ncore/downloadpdf/-6015990787720855289,1,embedded text,"Public notice memo for proposed NPDES reissuance, dated August 20 2013",high,,aa589858856b1c543f0f84a48fa04789ff628f57bb165374d67efe4d28ee5294,31009
Permit / Application,2013-08-20,2013-08-20,1,2013-08-20 to 2013-08-20 0050_2013-08-20_Cadillac WWTP PN Notification Email.pdf,Permit - Application,0050_2013-08-20_Cadillac WWTP PN Notification Email.pdf,Conversion - Compliance Action,Compliance / Enforcement,YES,2013-08-20,6362211730533153224,Cadillac WWTP PN Notification Email.pdf,https://mienviro.michigan.gov/ncore/downloadpdf/6362211730533153224,1,embedded text,Email distributing public notice of draft permit reissuance,high,,7d55a659a8dbf1e79f1785981971aeabcd2a3c02b15df4d77fdb1247cfb7db13,24550
Permit / Application,2013-08-20,2013-09-19,31,2013-08-20 to 2013-09-19 0032_2013-05-23_Public Notice Document.pdf,Permit - Application,0032_2013-05-23_Public Notice Document.pdf,Conversion - Permit,Permit / Application,,2013-05-23,2042187794808505003,Public Notice Document.doc,https://mienviro.michigan.gov/ncore/downloadpdf/2042187794808505003,1,embedded text,Public notice dated August 20 2013 with 30-day comment period,high,,9c5eca55f50298a7b279e45f5a62f69511ee247c2c6e18b3cf83b6fae08a2011,47965
