file,page,category,context
2023-10-03__658827487378612350__2023-10-03 NPDES IPP Modification Submittal - Cadillac WWTP.pdf.pdf,34,pretreatment,"tic Loading 1452 lb BOD5/day Reserve Loading 50 lb BOD5/day MAIL BOD 2864 lb BOD5/day Uniform Allocation of BOD MAIL to Industrial Users 401 mg/L Proposed Local Limit 400 mg/L 𝐿ே௉஽ாௌ=8.34∗𝐶ே௉஽ாௌ∗𝑄௉ை்ௐ,ெ௔௫1−𝑅ெ௜௡"
2023-10-03__658827487378612350__2023-10-03 NPDES IPP Modification Submittal - Cadillac WWTP.pdf.pdf,35,pretreatment,"TABLE A15 - TSS MAHL CALCULATIONS TSS Loading - NPDES Permit Basis CNPDES, Monthly avg TSS (Jun-Sept) = 20 mg/L R Avg, TSS (June-Sept) = 97.0% QPOTW = 1.72 MGD LNPDES, TSS (Jun-Sept) = 9,563 lb TSS/day CNPDES, monthly avg TSS (Oct-May) = 30 mg/L"
2023-10-03__658827487378612350__2023-10-03 NPDES IPP Modification Submittal - Cadillac WWTP.pdf.pdf,36,pretreatment,"TABLE A16 - AMMONIA NITROGEN MAHL CALCULATIONS Ammonia Loading - NPDES Permit Basis CNPDES, Monthly Avg Ammonia (Jun-Sept) = 0.9 mg/L R Avg, Ammonia (Jun-Sept) = 98.5% QPOTW, Avg = 1.72 MGD LNPDES, Ammonia (Jun-Sept) = 861 lb NH3/day CNPDES, Monthly Avg Ammonia (Oct-Nov)"
2023-10-03__658827487378612350__2023-10-03 NPDES IPP Modification Submittal - Cadillac WWTP.pdf.pdf,37,pretreatment,"TABLE A17 - TOTAL PHOSPHORUS MAHL CALCULATIONS Total Phosphorus Loading - NPDES Permit Basis CNPDES, Monthly Avg (May-March) = 0.5 mg/L R Avg, Total Phosphorus (May-March) = 94.7% QPOTW = 1.72 MGD LNPDES, Total Phosphorus = 135 lb TP/day CNPDES, Monthly Avg (Apr) = 0.65 m"
2023-10-03__658827487378612350__2023-10-03 NPDES IPP Modification Submittal - Cadillac WWTP.pdf.pdf,106,pfas,ort) mg/l 5x Weekly 24-Hr Composite Fecal Coliform Bacteria --- --- --- --- 200 400 (report) cts/100 ml 5x Weekly Grab Perfluorooctane sulfonate (PFOS) (report) --- (report) lbs/day (report) --- (report) ng/l 2x Annually Grab Perfluorooctanoic acid (PFOA) (report) --- (report) lbs/day (report) --- (report) ng/l 2x Annually Grab Total Copper 0.3 --- 0.82 lbs/day 11
2023-10-03__658827487378612350__2023-10-03 NPDES IPP Modification Submittal - Cadillac WWTP.pdf.pdf,108,pfas,"approval for reduced monitoring at any time upon notification to the permittee. i. Monitoring Frequency Reduction for Perfluorooctane Sulfonate (PFOS) and/or Perfluorooctanoic Acid (PFOA) After the submittal of at least 10 equally spaced data points over a minimum of 3 months, the permittee may request, in writing, Department approval of a reduction in monitorin"
2023-10-03__658827487378612350__2023-10-03 NPDES IPP Modification Submittal - Cadillac WWTP.pdf.pdf,111,pfas,48 0.1 ug/l EPA Method 608 PCB-1254 0.1 ug/l EPA Method 608 PCB-1260 0.1 ug/l EPA Method 608 Pentachlorophenol 1.8 ug/l Perfluorooctane sulfonate (PFOS) 2.0 ng/l ASTM D7979 or an isotope dilution method (sometimes referred to as Method 537 modified) Perfluorooctanoic acid (PFOA) 2.0 ng/l ASTM D7979 or an isotope dilution method (sometimes referred to as Method 53
2023-10-03__658827487378612350__2023-10-03 NPDES IPP Modification Submittal - Cadillac WWTP.pdf.pdf,113,effluent_exceedance,"epartment or after the permittee notifies the Department that the final effluent concentration of PFOS and/or PFOA has exceeded the WQBELs, the permittee shall submit to the Department an approvable Pollutant Minimization and Source Evaluation Program for PFOS and/or PFOA to proceed toward the goal. The Pollutant Minimization and Source Evaluation Program shall"
2023-10-03__658827487378612350__2023-10-03 NPDES IPP Modification Submittal - Cadillac WWTP.pdf.pdf,113,pfas,ional mercury conditions and/or limitations as necessary. 5. Pollutant Minimization and Source Evaluation Program for Perfluorooctane Sulfonate (PFOS) and/or Perfluorooctanoic Acid (PFOA) The goal of the Pollutant Minimization and Source Evaluation Program is to identify and address sources of PFOS and/or PFOA and to reduce and maintain the effluent concentrations
2023-10-03__658827487378612350__2023-10-03 NPDES IPP Modification Submittal - Cadillac WWTP.pdf.pdf,114,pfas,"e required to submit more frequent status reports. Status reports at a minimum shall include: a. complete listing of PFOS and/or PFOA sources; b. summary of influent and effluent monitoring data; c. summary of monitoring data from known or potential sources; d. history and compliance status for sources; e. implemented measures to eliminate, reduce, or control"
2023-10-03__658827487378612350__2023-10-03 NPDES IPP Modification Submittal - Cadillac WWTP.pdf.pdf,115,effluent_exceedance,aters. The testing shall be done at locations specified by each affected local county health department but shall not exceed 10 tests for each separate discharge event. The affected local county health department may waive this testing requirement if it determines that such testing is not needed to assess the risk to the public health as a result of the disch
2023-10-03__658827487378612350__2023-10-03 NPDES IPP Modification Submittal - Cadillac WWTP.pdf.pdf,121,enforcement,"ave the legal authority and necessary interjurisdictional agreements that provide the basis for the implementation and enforcement of the approved MIPP throughout the service area. The legal authority and necessary interjurisdictional agreements shall include, at a minimum, the authority to carry out the activities specified in R 323.2306(a). d. The permittee shall"
2023-10-03__658827487378612350__2023-10-03 NPDES IPP Modification Submittal - Cadillac WWTP.pdf.pdf,121,pretreatment,"PERMIT NO. MI0020257 Page 18 of 38 PART I Section C. Industrial Waste Pretreatment Program 1. Michigan Industrial Pretreatment Program a. The permittee shall implement the Michigan Industrial Pretreatment Program (MIPP) approved on July 23, 1985, and any subsequent modifications approved up to the issuance of this"
2023-10-03__658827487378612350__2023-10-03 NPDES IPP Modification Submittal - Cadillac WWTP.pdf.pdf,122,enforcement,e Part 23 Rules and the approved MIPP. This period of retention shall be extended during the course of any unresolved enforcement action or litigation regarding a nondomestic user or when requested by the Department or the United States Environmental Protection Agency. All of the aforementioned records and information shall be made available upon request for insp
2023-10-03__658827487378612350__2023-10-03 NPDES IPP Modification Submittal - Cadillac WWTP.pdf.pdf,122,pretreatment,"PERMIT NO. MI0020257 Page 19 of 38 PART I Section C. Industrial Waste Pretreatment Program k. The permittee shall maintain an adequate revenue structure and staffing level for effective implementation of the approved MIPP. l. The permittee shall develop and maintain, for a minimum of three (3) years, all records and inf"
2023-10-03__658827487378612350__2023-10-03 NPDES IPP Modification Submittal - Cadillac WWTP.pdf.pdf,123,pfas,"The approved RMP, and any approved modifications thereto, are enforceable requirements of this permit. Incineration, landfilling and other residual disposal activities shall be conducted in accordance with Part II.D.7. of this permit. The Part 24 Rules can be obtained via the internet (http://www.michigan.gov/deq/ and on the left side of the screen click on Wa"
2023-10-03__658827487378612350__2023-10-03 NPDES IPP Modification Submittal - Cadillac WWTP.pdf.pdf,123,pretreatment,"a the internet (http://www.michigan.gov/deq/ and on the left side of the screen click on Water, Biosolids & Industrial Pretreatment, Biosolids then click on Biosolids Laws and Rules Information which is under the Laws & Rules banner in the center of the screen). a. Annual Report On or before October 30 of each year, the permittee shall submit an annual report to the D"
2023-10-03__658827487378612350__2023-10-03 NPDES IPP Modification Submittal - Cadillac WWTP.pdf.pdf,128,pretreatment,"fares. The term does not include separate storm sewers in very discrete areas, such as individual buildings. National Pretreatment Standards are the regulations promulgated by or to be promulgated by the Federal Environmental Protection Agency pursuant to Section 307(b) and (c) of the Federal Act. The standards establish nationwide limits for specific industrial ca"
2023-10-03__658827487378612350__2023-10-03 NPDES IPP Modification Submittal - Cadillac WWTP.pdf.pdf,129,pretreatment,"PERMIT NO. MI0020257 Page 26 of 38 PART II Section A. Definitions Pretreatment is reducing the amount of pollutants, eliminating pollutants, or altering the nature of pollutant properties to a less harmful state prior to discharge into a public sewer. The reduction or alteration can be by physical, chemical, or bi"
2023-10-03__658827487378612350__2023-10-03 NPDES IPP Modification Submittal - Cadillac WWTP.pdf.pdf,134,effluent_exceedance,"submitted by a specified date and the permittee accomplishes this, a separate written notification is not required. 6. Noncompliance Notification Compliance with all applicable requirements set forth in the Federal Act, Parts 31 and 41 of the NREPA, and related regulations and rules is required. All instances of noncompliance shall be reported as follows: a. 24-Hour R"
2023-10-03__658827487378612350__2023-10-03 NPDES IPP Modification Submittal - Cadillac WWTP.pdf.pdf,135,enforcement,"ed by upset, and before an action for noncompliance, is final administrative action subject to judicial review. In any enforcement proceedings, the permittee, seeking to establish the occurrence of an upset, has the burden of proof. 9. Bypass Prohibition and Notification a. Bypass Prohibition Bypass is prohibited, and the Department may take an enforcement action, un"
2023-10-03__658827487378612350__2023-10-03 NPDES IPP Modification Submittal - Cadillac WWTP.pdf.pdf,135,effluent_exceedance,"PERMIT NO. MI0020257 Page 32 of 38 PART II Section C. Reporting Requirements 8. Upset Noncompliance Notification If a process ""upset"" (defined as an exceptional incident in which there is unintentional and temporary noncompliance with technology based permit effluent limitations because of factors beyond the reasonable control of the p"
2023-10-03__658827487378612350__2023-10-03 NPDES IPP Modification Submittal - Cadillac WWTP.pdf.pdf,136,effluent_exceedance,"liminate, and prevent reoccurrence of the bypass; and other information as required by the Department. e. Bypass Not Exceeding Limitations The permittee may allow any bypass to occur which does not cause effluent limitations to be exceeded, but only if it also is for essential maintenance to ensure efficient operation. These bypasses are not subject to the p"
2023-10-03__658827487378612350__2023-10-03 NPDES IPP Modification Submittal - Cadillac WWTP.pdf.pdf,138,enforcement,"to recover the full value of the injuries done to the natural resources of the state and the costs of surveillance and enforcement by the state resulting from the violation. 16. Electronic Reporting Upon notice by the Department that electronic reporting tools are available for specific reports or notifications, the permittee shall submit electronically all such rep"
2023-10-03__658827487378612350__2023-10-03 NPDES IPP Modification Submittal - Cadillac WWTP.pdf.pdf,138,effluent_exceedance,"ent submitted or required to be maintained under this permit, including monitoring reports or reports of compliance or noncompliance, shall, upon conviction, be punished by a fine of not more than $10,000 per violation, or by imprisonment for not more than 6 months per violation, or by both. The NREPA (Section 3115(2)) provides that a person who at the time of the vi"
2023-10-03__658827487378612350__2023-10-03 NPDES IPP Modification Submittal - Cadillac WWTP.pdf.pdf,139,enforcement,"tions, or terms of this permit constitutes a violation of the NREPA and/or the Federal Act and constitutes grounds for enforcement action; for permit or Certificate of Coverage (COC) termination, revocation and reissuance, or modification; or denial of an application for permit or COC renewal. It shall not be a defense for a permittee in an enforcement action that it"
2023-10-03__658827487378612350__2023-10-03 NPDES IPP Modification Submittal - Cadillac WWTP.pdf.pdf,139,effluent_exceedance,"olation of the permit. It is the duty of the permittee to comply with all the terms and conditions of this permit. Any noncompliance with the Effluent Limitations, Special Conditions, or terms of this permit constitutes a violation of the NREPA and/or the Federal Act and constitutes grounds for enforcement action; for permit or Certificate of Coverage (COC) terminati"
2023-10-03__658827487378612350__2023-10-03 NPDES IPP Modification Submittal - Cadillac WWTP.pdf.pdf,141,effluent_exceedance,"FR 122.41(m)), nothing in this permit shall be construed to relieve the permittee from civil or criminal penalties for noncompliance, whether or not such noncompliance is due to factors beyond the permittee’s control, such as accidents, equipment breakdowns, or labor disputes. 4. Oil and Hazardous Substance Liability Nothing in this permit shall be construed to preclu"
2023-10-03__658827487378612350__2023-10-03 NPDES IPP Modification Submittal - Cadillac WWTP.pdf.pdf,142,effluent_exceedance,"PDES permit, but this flow is not considered a limitation or actual capacity. The Clam River has a lowest 95 percent exceedance low flow, harmonic mean low flow, and 90dQ10 low flow of 2.6 cubic feet per second (cfs), 13 cfs, and 3.4 cfs (Low Flow File Number 10194). An ambient total hardness value for the Clam River of 70 milligrams per liter (mg/l) was used f"
2023-10-03__658827487378612350__2023-10-03 NPDES IPP Modification Submittal - Cadillac WWTP.pdf.pdf,142,pretreatment,"e, Water Resources Division FROM: Glen Schmitt, Permits Section, Water Resources Division DATE: April 19, 2022 SUBJECT: Local Limits Review MiWaters Submission Number: HPG-XCC7-NCG09 Cadillac Wastewater Treatment Plant (WWTP) National Pollutant Discharge Elimination System (NPDES) Permit No. MI0020257 Pursuant to your request, we have reviewed the Industrial Pretreatm"
2023-10-03__658827487378612350__2023-10-03 NPDES IPP Modification Submittal - Cadillac WWTP.pdf.pdf,144,effluent_exceedance,e county line is protected for the same designated uses in addition to being protected for coldwater fish. The monthly exceedance flows (in cfs) for the Clam River at the Cadillac WWTP outfall are as follows based on Low Flow Discharge Request 10314: JAN. FEB. MAR. APR. MAY JUNE 50% 17 17 36 78 35 13 95% 5.6 5.1 9.0 14 6.9 4.1 JULY AUG. SEP. OCT. NOV. DEC. 50% 7.4
2023-10-03__658827487378612350__2023-10-03 NPDES IPP Modification Submittal - Cadillac WWTP.pdf.pdf,144,pfas,"olids (TSS). The Cadillac WWTP discharges treated municipal wastewater to the Clam River at 44.2657oN, -85.3985oE in Wexford County. The facility has an annual average design flow of 3.2 million gallons per day (MGD) Note that the calculated limits provided in this memo are based on water quality and not the current permit effluent limits. In most cases the"
2023-10-03__658827487378612350__2023-10-03 NPDES IPP Modification Submittal - Cadillac WWTP.pdf.pdf,144,pretreatment,"Water Resources Division FROM: Phillip DePetro, Permits Section, Water Resources Division DATE: April 19, 2022 SUBJECT: Local Limits Review (MiWaters Submission HPG-XCC7-NCG09) Cadillac WWTP National Pollutant Discharge Elimination System (NPDES) Permit No. MI0020257 Permits Section has evaluated your request for a local limits review for the Cadillac WWTP. This memo"
2023-10-03__658827487378612350__2023-10-03 NPDES IPP Modification Submittal - Cadillac WWTP.pdf.pdf,145,effluent_exceedance,"The lowest monthly 95% exceedance flows in up to four seasons are used as the background flow of the receiving stream for the purposes of developing WQBELs. The following seasons are used, consistent with the current permit structure: June-September, October-November,"
2023-10-03__658827487378612350__2023-10-03 NPDES IPP Modification Submittal - Cadillac WWTP.pdf.pdf,145,pretreatment,"3 were used to determine stream velocity and reaeration. Stream slopes were updated using LiDAR data. The recommended local limits based on existing stream designations and water quality for the Cadillac WWTP are presented in Table 1. As previously stated, the effluent limit recommendations of the Cadillac WWTP in the summer season are less restrictive than current"
2023-10-03__658827487378612350__2023-10-03 NPDES IPP Modification Submittal - Cadillac WWTP.pdf.pdf,146,pretreatment,Table 2. Cadillac WWTP (MI0020257) Local Limits Review Recommendations Parameter Months Concentration (mg/l) Basis Rationale June- September 17 Daily Maximum DO Standard 25 7-Day Average Secondary TreatmentCBOD5 October-May 40 30-Day Average Secondary Treatment June- September 0.9 30
2023-10-03__658827487378612350__2023-10-03 NPDES IPP Modification Submittal - Cadillac WWTP.pdf.pdf,147,pfas,filter. The vacuum filter removes water from the sludge and procudes a sludge cake which may be disposed of at a landfill. Water removed from the sludge is returned to the wastewater at the quick-mix tank. B. PLANT FLOW PATTERN Figure | shows a simplified flow diagram of main process flow at the Cadillac Wastewater Treatment Plant. C. PRINCIPLE DESIGN CRITERI
2023-10-05__-5468174260920066034__Fwd Cadillac - Preliminary Pre-Public Notice Discussion Items.msg.pdf,4,pretreatment,"senic, beryllium, cadmium, silver, benzidine, bromomethane WET Chronic toxicity p16 Asset Management p22 Industrial Pretreatment"
2023-10-05__-7629441400464847672__Pre-Public Notice Comments and Response-Fourth Round_Cadillac WWTP.msg.pdf,3,enforcement,"t. If the facility is not able to meet the limits once effective, the Department would have to utilize compliance and enforcement actions to address the violations. If the City still wishes to forgo the certification, we will remove the requirement from the permit. This would result in the revised ammonia nitrogen limits taking effect on October 1, 2026 with no"
2023-10-05__-7629441400464847672__Pre-Public Notice Comments and Response-Fourth Round_Cadillac WWTP.msg.pdf,3,effluent_exceedance,"is date. We will not be including language in the permit triggering the certification submittal if effluent limits are exceeded as you suggest below. Please let me know if you would like the certification requirement removed from the permit. Thank you, Tom Braum Environmental Quality Analyst Municipal Permits Unit Water Resources Division Michigan Depar"
2023-10-05__-7629441400464847672__Pre-Public Notice Comments and Response-Fourth Round_Cadillac WWTP.msg.pdf,4,effluent_exceedance,"permittee does not exceed those ammonia limits, regardless of whether flows reach or exceed the annual average design flow. Permittee is only required on or before October 1, 2025 to provide a certification to the Department that it can meet the ammonia nitrogen"
2023-10-05__-7629441400464847672__Pre-Public Notice Comments and Response-Fourth Round_Cadillac WWTP.msg.pdf,7,effluent_exceedance,"e City. If the City adheres to the compliance dates included in the permit regarding ammonia nitrogen certification, noncompliance actions should not occur. Thank you for providing comments regarding this draft permit and please let us know if you have any additional questions, comments, or concerns. Sincerely, Tom Braum Environmental Quality Analyst Munici"
2023-10-05__-7629441400464847672__Pre-Public Notice Comments and Response-Fourth Round_Cadillac WWTP.msg.pdf,8,effluent_exceedance,"modified. Can you advise on that point about what that means? And would there be any other action (e.g. an issue of noncompliance, etc.) contemplated by the Department at that point? The City wants a clear understanding what a negative certification could mean? After receiving your additional thoughts, we can complete the review. Thanks. Chuck Charles E"
2023-10-05__-7629441400464847672__Pre-Public Notice Comments and Response-Fourth Round_Cadillac WWTP.msg.pdf,9,pretreatment,. has been revised in accordance with this change. 5.A requirement to conduct a survey of the facility’s Significant Industrial Users has been added to Part I.C.1. Michigan Industrial Pretreatment Program. This requirement has been added as part of the decision to reduce the monitoring frequency and timeframe for a monitoring frequency reduction request for the toxic
2023-10-05__-7629441400464847672__Pre-Public Notice Comments and Response-Fourth Round_Cadillac WWTP.msg.pdf,13,pretreatment,. MI0020257 are attached. Also attached is a revised draft of the NPDES permit based on our response to the Industrial Pretreatment Program item provided. We would like to set up a time to meet next week to discuss additional questions or comments the City may have. Please let me know if any of the following times would work for a meeting: •Tuesday August 29 th
2023-10-05__-7629441400464847672__Pre-Public Notice Comments and Response-Fourth Round_Cadillac WWTP.msg.pdf,18,effluent_exceedance,"gh October), and fish consumption. The receiving stream flows used to develop effluent limitations are a 95 percent exceedance flow of 2.6 cfs, a harmonic mean flow of 13 cfs, and a 90-day, 10-year low flow of 3.4 cfs."
2023-10-05__-7629441400464847672__Pre-Public Notice Comments and Response-Fourth Round_Cadillac WWTP.msg.pdf,18,pfas,"Permit No. MI0020257 FACT SHEET PERMITTEE / SITE NAME: City of Cadillac / Cadillac WWTP COUNTY: Wexford DESCRIPTION OF EXISTING WASTEWATER TREATMENT FACILITIES The Cadillac Wastewater Treatment Plant serves the City of Cadillac, Cherry Grove Township, Clam Lake Township, and Selma Township. Preliminary treatment consists of a flow eq"
2023-10-05__-7629441400464847672__Pre-Public Notice Comments and Response-Fourth Round_Cadillac WWTP.msg.pdf,19,pfas,"h --- 0.3736 --- 3.51 mg/l April --- 0.23 --- 0.36 mg/l Fecal Coliform Bacteria --- 36.4 509.3 2,420 cts/ 100 ml Perfluorooctanesulfonic Acid (PFOS) --- --- --- 3.1 ng/l Perfluorooctanoic acid (PFOA) --- --- --- 4.7 ng/l Total Copper --- 19.98 --- 24 ug/l Total Nickel --- --- --- 10 ug/l Total Selenium --- 5 --- --- ug/l Bis(2-ethylhexyl)phthalate --- 11"
2023-10-05__-7629441400464847672__Pre-Public Notice Comments and Response-Fourth Round_Cadillac WWTP.msg.pdf,25,pfas,site Maximum Daily Fecal Coliform Bacteria --- --- --- --- 200 400 (report) cts/ 100 ml 5x Weekly Grab Perfluorooctanesulfonic Acid (PFOS) --- --- --- --- --- --- (report) ng/l 3x Annual Grab Available Cyanide 0.16 --- (report) lbs/day 5.9 --- (report) ug/l Monthly Grab Total Benzidine 0.0032 --- (report) lbs/day 0.12 --- (report) ug/l 2x Mont
2023-10-05__-7629441400464847672__Pre-Public Notice Comments and Response-Fourth Round_Cadillac WWTP.msg.pdf,26,pfas,"fate, Acute Toxicity, and Chronic Toxicity shall be taken prior to disinfection. Samples for Fecal Coliform Bacteria, PFOS, Available Cyanide, Total Benzidine, Total Bromomethane, Total Mercury, pH, and Dissolved Oxygen shall be taken after disinfection. The Department may approve alternate sampling locations that are demonstrated by the permittee to be re"
2023-10-05__-7629441400464847672__Pre-Public Notice Comments and Response-Fourth Round_Cadillac WWTP.msg.pdf,27,pfas,"proval for reduced monitoring at any time upon notification to the permittee. g. Monitoring Frequency Reduction for Perfluorooctanesulfonic Acid (PFOS) After the submittal of at least 10 equally spaced sample results obtained over a minimum of three (3) months, the permittee may request, in writing, Department approval of a reduction in monitoring frequency fo"
2023-10-05__-7629441400464847672__Pre-Public Notice Comments and Response-Fourth Round_Cadillac WWTP.msg.pdf,29,effluent_exceedance,"laboratory. Such validation shall be submitted to the Department upon request. 1) When monitoring shows persistent exceedance of the 1.1 TUC limit for effluent toxicity or data indicate persistent exceedance of the acute toxicity requirements of R 323.1219, the Department will determine whether the permittee must implement the toxicity control program requireme"
2023-10-05__-7629441400464847672__Pre-Public Notice Comments and Response-Fourth Round_Cadillac WWTP.msg.pdf,31,pfas,"0.1 ug/l PCB-1242 0.1 ug/l PCB-1248 0.1 ug/l PCB-1254 0.1 ug/l PCB-1260 0.1 ug/l Pentachlorophenol 1.8 ug/l Perfluorooctanesulfonic acid (PFOS) 2.0 ng/l While EPA Method 1633 remains draft, analyses may be performed using that method, or ASTM D7979, or an isotope dilution method (sometimes referred to as Method 537 modified). Once EPA Method 1633 i"
2023-10-05__-7629441400464847672__Pre-Public Notice Comments and Response-Fourth Round_Cadillac WWTP.msg.pdf,32,pfas,"ted in August 2024, May 2025, March 2026, and October 2026. Grab samples shall be collected for total phenols and the Perfluoroalkyl and Polyfluoroalkyl Substances (PFAS) and Volatile Organic Compounds identified below. For all other parameters, 24-hour composite samples shall be collected. The results of such additional monitoring shall be submitted with t"
2023-10-05__-7629441400464847672__Pre-Public Notice Comments and Response-Fourth Round_Cadillac WWTP.msg.pdf,34,effluent_exceedance,"ment or after the permittee notifies the Department that final effluent concentrations of PFOS, PFOA, and/or PFBS have exceeded the WQBELs, the permittee shall submit to the Department an approvable Pollutant Minimization and Source Evaluation Program for the PFAS analyte(s) in exceedance of the WQBEL(s) to proceed toward the goal. The Pollutant Minimization and"
2023-10-05__-7629441400464847672__Pre-Public Notice Comments and Response-Fourth Round_Cadillac WWTP.msg.pdf,34,pfas,"Section A. Limitations and Monitoring Requirements 5. Pollutant Minimization and Source Evaluation Program for Perfluorooctanesulfonic Acid (PFOS), Perfluorooctanoic Acid (PFOA), and Perfluorobutanesulfonic Acid (PFBS) The goal of the Pollutant Minimization and Source Evaluation Program is to identify and address sources of PFOS, PFOA, and PFBS and to red"
2023-10-05__-7629441400464847672__Pre-Public Notice Comments and Response-Fourth Round_Cadillac WWTP.msg.pdf,35,effluent_exceedance,aters. The testing shall be done at locations specified by each affected local county health department but shall not exceed 10 tests for each separate discharge event. The affected local county health department may waive this testing requirement if it determines that such testing is not needed to assess the risk to the public health as a result of the disch
2023-10-05__-7629441400464847672__Pre-Public Notice Comments and Response-Fourth Round_Cadillac WWTP.msg.pdf,35,pfas,"permit modification. This permit may be modified in accordance with applicable laws and rules to include additional PFOS, PFOA, and PFBS conditions and/or limitations as necessary. 6. Untreated or Partially Treated Sewage Discharge Reporting and Testing Requirements In accordance with Section 324.3112a of the NREPA, if untreated or partially treated"
2023-10-05__-7629441400464847672__Pre-Public Notice Comments and Response-Fourth Round_Cadillac WWTP.msg.pdf,40,pfas,"is expected to become operable again, and the number of samples/readings obtained during each 24-hour period. 12. PFAS Data Reporting Requirements The permittee shall submit the complete laboratory analysis of each PFAS sample. This may be in addition to required DMR reporting. Submittals shall be made via the MiEnviro Portal using the PFAS POTW Efflu"
2023-10-05__-7629441400464847672__Pre-Public Notice Comments and Response-Fourth Round_Cadillac WWTP.msg.pdf,42,enforcement,"ave the legal authority and necessary interjurisdictional agreements that provide the basis for the implementation and enforcement of the approved MIPP throughout the service area. The legal authority and necessary interjurisdictional agreements shall include, at a minimum, the authority to carry out the activities specified in R 323.2306(a). d. The permittee sh"
2023-10-05__-7629441400464847672__Pre-Public Notice Comments and Response-Fourth Round_Cadillac WWTP.msg.pdf,42,pretreatment,"PERMIT NO. MI0020257 Page 21 of 43 PART I Section C. Industrial Waste Pretreatment Program 1. Michigan Industrial Pretreatment Program a. The permittee shall implement the Michigan Industrial Pretreatment Program (MIPP) approved on July 23, 1985, and any subsequent modifications approved up to the issuance of this"
2023-10-05__-7629441400464847672__Pre-Public Notice Comments and Response-Fourth Round_Cadillac WWTP.msg.pdf,43,enforcement,e Part 23 Rules and the approved MIPP. This period of retention shall be extended during the course of any unresolved enforcement action or litigation regarding a nondomestic user or when requested by the Department or the United States Environmental Protection Agency. All of the aforementioned records and information shall be made available upon request for insp
2023-10-05__-7629441400464847672__Pre-Public Notice Comments and Response-Fourth Round_Cadillac WWTP.msg.pdf,43,pretreatment,PERMIT NO. MI0020257 Page 22 of 43 PART I Section C. Industrial Waste Pretreatment Program j. The permittee shall not implement changes or modifications to the approved MIPP without notification to the Department. k. The permittee shall maintain an adequate revenue structure and staffing level for effective imple
2023-10-05__-7629441400464847672__Pre-Public Notice Comments and Response-Fourth Round_Cadillac WWTP.msg.pdf,44,pretreatment,"PERMIT NO. MI0020257 Page 23 of 43 PART I Section C. Industrial Waste Pretreatment Program 2) a summary of changes to the approved MIPP that have not been previously reported to the Department; 3) a summary of results of all the sampling and analyses performed of the wastewater treatment plant’s influent, effluen"
2023-10-05__-7629441400464847672__Pre-Public Notice Comments and Response-Fourth Round_Cadillac WWTP.msg.pdf,45,pfas,"The approved RMP, and any approved modifications thereto, are enforceable requirements of this permit. Incineration, landfilling and other residual disposal activities shall be conducted in accordance with Part II.D.7. of this permit. The Part 24 Rules can be obtained via the internet at https://www.michigan.gov/egle/about/organization/water-resources/biosolid"
2023-10-05__-7629441400464847672__Pre-Public Notice Comments and Response-Fourth Round_Cadillac WWTP.msg.pdf,50,pretreatment,"es. The term does not include separate storm sewers in very discrete areas, such as individual buildings. National Pretreatment Standards are the regulations promulgated by or to be promulgated by the Federal Environmental Protection Agency pursuant to Section 307(b) and (c) of the Clean Water Act. The standards establish nationwide limits for specific industria"
2023-10-05__-7629441400464847672__Pre-Public Notice Comments and Response-Fourth Round_Cadillac WWTP.msg.pdf,51,pfas,"ary treatment standards for wastewater, including discharges to surface waters from retention treatment facilities. PFAS means perfluoroalkyl and polyfluoroalkyl substances. Point of discharge is the location of a point source discharge where storm water is discharged directly into a separate storm sewer system. Point source discharge means a dischar"
2023-10-05__-7629441400464847672__Pre-Public Notice Comments and Response-Fourth Round_Cadillac WWTP.msg.pdf,51,pretreatment,"owned treatment work. Predevelopment is the last land use prior to the planned new development or redevelopment. Pretreatment is reducing the amount of pollutants, eliminating pollutants, or altering the nature of pollutant properties to a less harmful state prior to discharge into a public sewer. The reduction or alteration can be by physical, chemical, or bi"
2023-10-05__-7629441400464847672__Pre-Public Notice Comments and Response-Fourth Round_Cadillac WWTP.msg.pdf,52,pretreatment,"which is not a combined sewer where storm water mixes with sanitary wastes, and is not part of a POTW. Significant industrial user is a nondomestic user that: 1) is subject to Categorical Pretreatment Standards under 40 CFR 403.6 and 40 CFR Chapter I, Subchapter N; or 2) discharges an average of 25,000 gallons per day or more of process wastewater to a POTW (excludi"
2023-10-05__-7629441400464847672__Pre-Public Notice Comments and Response-Fourth Round_Cadillac WWTP.msg.pdf,57,effluent_exceedance,"mitted by a specified date and the permittee accomplishes this, a separate written notification is not required. 6. Noncompliance Notification Compliance with all applicable requirements set forth in the Clean Water Act, Parts 31 and 41 of the NREPA, and related regulations and rules is required. All instances of noncompliance shall be reported as follows: a. 2"
2023-10-05__-7629441400464847672__Pre-Public Notice Comments and Response-Fourth Round_Cadillac WWTP.msg.pdf,58,enforcement,"upset, and before an action for noncompliance, is final administrative action subject to judicial review. In any enforcement proceedings, the permittee, seeking to establish the occurrence of an upset, has the burden of proof. 9. Bypass Prohibition and Notification a. Bypass Prohibition Bypass is prohibited, and the Department may take an enforcement act"
2023-10-05__-7629441400464847672__Pre-Public Notice Comments and Response-Fourth Round_Cadillac WWTP.msg.pdf,58,effluent_exceedance,"taken or a schedule for completion of measures to be taken to prevent reoccurrence of similar releases. 8. Upset Noncompliance Notification If a process ""upset"" (defined as an exceptional incident in which there is unintentional and temporary noncompliance with technology-based permit effluent limitations because of factors beyond the reasonable control of the"
