"Created","Name","Description","Category","SystemId","Program","FunctionalArea","SourceNumber","SourceType","Url","LocalPath","DownloadStatus","Error"
"2026-06-10","EGLE FILE Violation Notice - VN No_ VN-019184.msg","","Water Quality VNs, SVNs, ENs","-1595657276095531899","WRD - NPDES","Compliance Action","VN-019184","Violation Notice","https://mienviro.michigan.gov/ncore/downloadpdf/-1595657276095531899","F:\WWTP DOCUMENT DIVE\Cadillac_MiEnviro_2011-2026\documents\2026-06-10__-1595657276095531899__EGLE FILE Violation Notice - VN No_ VN-019184.msg.pdf","Downloaded",""
"2014-10-20","Certified Operator Response Form.doc","Certified Operator Response Form","Conversion - SITE","-1554170949448187422","n/a","Site","15637","Site","https://mienviro.michigan.gov/ncore/downloadpdf/-1554170949448187422","F:\WWTP DOCUMENT DIVE\Cadillac_MiEnviro_2011-2026\documents\2014-10-20__-1554170949448187422__Certified Operator Response Form.doc.pdf","Downloaded",""
"2021-01-25","Example-CPLR Notification Letter-06S06W04-SF01.docx","went w/ email from EGLE to WWTP Oper.","Misc. Submittal Docs","-1540861456886629140","WRD - NPDES","Application/Request","HNT-5SPH-XVKKZ","Schedule - Biosolids Annual Report","https://mienviro.michigan.gov/ncore/downloadpdf/-1540861456886629140","F:\WWTP DOCUMENT DIVE\Cadillac_MiEnviro_2011-2026\documents\2021-01-25__-1540861456886629140__Example-CPLR Notification Letter-06S06W04-SF01.docx.pdf","Downloaded",""
"2022-03-25","20.05.Eff.AddlMonit.ERM.pdf","nForm Document","Form Submission Attachments","-1663681396002714125","WRD - NPDES","Application/Request","HPG-1ZSF-KC99G","Permit Change - National Pollutant Discharge Elimination System (NPDES) Municipal Application Form (Reissuance)","https://mienviro.michigan.gov/ncore/downloadpdf/-1663681396002714125","F:\WWTP DOCUMENT DIVE\Cadillac_MiEnviro_2011-2026\documents\2022-03-25__-1663681396002714125__20.05.Eff.AddlMonit.ERM.pdf.pdf","Downloaded",""
"2022-10-28","Fall 21 Lab Data.pdf","nForm Document","Form Submission Attachments","-1522915370808729294","WRD - NPDES","Application/Request","HPN-5DCS-H4WTR","Schedule - Biosolids Annual Report","https://mienviro.michigan.gov/ncore/downloadpdf/-1522915370808729294","F:\WWTP DOCUMENT DIVE\Cadillac_MiEnviro_2011-2026\documents\2022-10-28__-1522915370808729294__Fall 21 Lab Data.pdf.pdf","Downloaded",""
"2019-03-04","Cadillac WWTP PFAS Letter.msg","IPP PFAS Int and Summ Rpt Approval email","Industrial Pretreatment Program (IPP)","-1522814933655192300","WRD - NPDES","Application/Request","HNF-P7H3-DCN87","Schedule - IPP PFAS Interim Report-1","https://mienviro.michigan.gov/ncore/downloadpdf/-1522814933655192300","F:\WWTP DOCUMENT DIVE\Cadillac_MiEnviro_2011-2026\documents\2019-03-04__-1522814933655192300__Cadillac WWTP PFAS Letter.msg.pdf","Downloaded",""
"2023-01-26","HPG-1ZNB-Y56ZQ v2.pdf v2","Submission PDF","Misc. Application and Request Docs","-1501875472525095997","WRD - NPDES","Application/Request","HPG-1ZNB-Y56ZQ","Schedule - Michigan Industrial Pretreatment Program (IPP) Annual Report","https://mienviro.michigan.gov/ncore/downloadpdf/-1501875472525095997","F:\WWTP DOCUMENT DIVE\Cadillac_MiEnviro_2011-2026\documents\2023-01-26__-1501875472525095997__HPG-1ZNB-Y56ZQ v2.pdf v2.pdf","Downloaded",""
"2022-06-23","21.10.Eff.PFAS.Eurofins.pdf","nForm Document","Form Submission Attachments","-1514920619837083834","WRD - NPDES","Application/Request","HPJ-N5BJ-2CYH5","Schedule - PFAS POTW Effluent Monitoring Report","https://mienviro.michigan.gov/ncore/downloadpdf/-1514920619837083834","F:\WWTP DOCUMENT DIVE\Cadillac_MiEnviro_2011-2026\documents\2022-06-23__-1514920619837083834__21.10.Eff.PFAS.Eurofins.pdf.pdf","Downloaded",""
"2020-10-30","FY20 Lab Log-Solids and DTs-Spring 2020.pdf","Upload Actual Analytical Laboratory Data; Spring 20 Lab Data.pdf; Solids/TVS/DTs;","Form Submission Attachments","-1421922713361138980","WRD - NPDES","Application/Request","HP3-HWDR-V8Y73","Schedule - Biosolids Annual Report","https://mienviro.michigan.gov/ncore/downloadpdf/-1421922713361138980","F:\WWTP DOCUMENT DIVE\Cadillac_MiEnviro_2011-2026\documents\2020-10-30__-1421922713361138980__FY20 Lab Log-Solids and DTs-Spring 2020.pdf.pdf","Downloaded",""
"2025-03-20","DMRQA Study 44-Cadillac WWTP_COPY.pdf","Results Acceptable - No Data Report form, list of labs or signed checklists received as required. Only graded test results received.","Misc. NPDES Evaluation Docs","-1851005839859134110","WRD - NPDES","Evaluation","E-PP139012015623","NPDES Compliance Evaluation Inspection (CEI) (06/10/2025)","https://mienviro.michigan.gov/ncore/downloadpdf/-1851005839859134110","F:\WWTP DOCUMENT DIVE\Cadillac_MiEnviro_2011-2026\documents\2025-03-20__-1851005839859134110__DMRQA Study 44-Cadillac WWTP_COPY.pdf.pdf","Downloaded",""
"2023-08-01","WQBELBiologistFactSheet_MI0020257_PFOS_08-01-2023.doc","Updated WQBEL review for PFOS.","Misc. Permit Docs","-1408874561353041047","WRD - NPDES","Permit","MI0020257 v7.0","NPDES Individual Permit","https://mienviro.michigan.gov/ncore/downloadpdf/-1408874561353041047","F:\WWTP DOCUMENT DIVE\Cadillac_MiEnviro_2011-2026\documents\2023-08-01__-1408874561353041047__WQBELBiologistFactSheet_MI0020257_PFOS_08-01-2023.doc.pdf","Downloaded",""
"2018-07-30","Mich Rubber PFAS Survey.pdf v1","Mich Rubber PFAS Survey.pdf","Applicant Attachments","-1446023942601055554","WRD - NPDES","Application/Request","HNF-P7H3-DCN87","Schedule - IPP PFAS Interim Report-1","https://mienviro.michigan.gov/ncore/downloadpdf/-1446023942601055554","F:\WWTP DOCUMENT DIVE\Cadillac_MiEnviro_2011-2026\documents\2018-07-30__-1446023942601055554__Mich Rubber PFAS Survey.pdf v1.pdf","Downloaded",""
"2024-07-01","50374521_frc.pdf","nForm Document","Form Submission Attachments","-1499921416533827855","WRD - NPDES","Application/Request","HQ4-SQ4J-259F6","Schedule - PFAS POTW Effluent Monitoring Report","https://mienviro.michigan.gov/ncore/downloadpdf/-1499921416533827855","F:\WWTP DOCUMENT DIVE\Cadillac_MiEnviro_2011-2026\documents\2024-07-01__-1499921416533827855__50374521_frc.pdf.pdf","Downloaded",""
"2018-11-07","FW_ TestAmerica invoice and report files from 190-17646-1 City of Cadillac.msg","IPP PFAS Interim Rpt discussion correspondence","Industrial Pretreatment Program (IPP)","-1449555407544169069","WRD - NPDES","Application/Request","HNF-P7H3-DCN87","Schedule - IPP PFAS Interim Report-1","https://mienviro.michigan.gov/ncore/downloadpdf/-1449555407544169069","F:\WWTP DOCUMENT DIVE\Cadillac_MiEnviro_2011-2026\documents\2018-11-07__-1449555407544169069__FW_ TestAmerica invoice and report files from 190-17646-1 City of Cadillac.msg.pdf","Downloaded",""
"2025-08-14","Inspection Report.docx","","Inspection Report","-1369103640106107754","WRD - NPDES","Evaluation","E-PP027995818650","Biosolids Audit (04/29/2025)","https://mienviro.michigan.gov/ncore/downloadpdf/-1369103640106107754","F:\WWTP DOCUMENT DIVE\Cadillac_MiEnviro_2011-2026\documents\2025-08-14__-1369103640106107754__Inspection Report.docx.pdf","Downloaded",""
"2020-10-30","FY20 Land Appl Sites Listed-Info.pdf","Site ID Info.pdf; 7 sites total, DTs, acreage used, applic. rates, total DTs","Form Submission Attachments","-1465774990016543863","WRD - NPDES","Application/Request","HP3-HWDR-V8Y73","Schedule - Biosolids Annual Report","https://mienviro.michigan.gov/ncore/downloadpdf/-1465774990016543863","F:\WWTP DOCUMENT DIVE\Cadillac_MiEnviro_2011-2026\documents\2020-10-30__-1465774990016543863__FY20 Land Appl Sites Listed-Info.pdf.pdf","Downloaded",""
"2025-08-12","MI0020257_2025-07-01_to_2025-07-31_DMR.pdf","","Schedule - DMR Documents","-1367589943429210076","WRD - NPDES","Permit","MI0020257 v7.0","Schedule - DMR","https://mienviro.michigan.gov/ncore/downloadpdf/-1367589943429210076","F:\WWTP DOCUMENT DIVE\Cadillac_MiEnviro_2011-2026\documents\2025-08-12__-1367589943429210076__MI0020257_2025-07-01_to_2025-07-31_DMR.pdf.pdf","Downloaded",""
"2019-06-28","J19915-1 UDS Level 2 Report Final Report.pdf v1","5.a. Upload all contract laboratory reports from POTW effluent and/or Influent sampling that have not yet been submitted.","Applicant Attachments","-1381733737630238270","WRD - NPDES","Application/Request","HNQ-VZP8-TWNRX","Schedule - IPP PFAS Status Report","https://mienviro.michigan.gov/ncore/downloadpdf/-1381733737630238270","F:\WWTP DOCUMENT DIVE\Cadillac_MiEnviro_2011-2026\documents\2019-06-28__-1381733737630238270__J19915-1 UDS Level 2 Report Final Report.pdf v1.pdf","Downloaded",""
"2017-05-24","written report BOD exceedance #2 052417.msg","","NPDES Misc. Site Docs","-1358521760501568481","n/a","Site","15637","Site","https://mienviro.michigan.gov/ncore/downloadpdf/-1358521760501568481","F:\WWTP DOCUMENT DIVE\Cadillac_MiEnviro_2011-2026\documents\2017-05-24__-1358521760501568481__written report BOD exceedance #2 052417.msg.pdf","Downloaded",""
"2017-04-03","Hutchinson.docx v1","Hutchinson.docx","Applicant Attachments","-1348128324309124463","WRD - NPDES","Application/Request","2Q7-HQ21-P66B","Permit Change - National Pollutant Discharge Elimination System (NPDES) Municipal Application Form (Reissuance)","https://mienviro.michigan.gov/ncore/downloadpdf/-1348128324309124463","F:\WWTP DOCUMENT DIVE\Cadillac_MiEnviro_2011-2026\documents\2017-04-03__-1348128324309124463__Hutchinson.docx v1.pdf","Downloaded",""
"2019-07-18","DMR Daily - MI0020257 _06_01_2019_to_06_30_2019_V1.docx","DMR Daily Data for period 06/01/2019 - 06/30/2019_V1","Schedule - DMR Documents","-1321137294153054267","WRD - NPDES","Permit","MI0020257 v5.1","NPDES Individual Permit","https://mienviro.michigan.gov/ncore/downloadpdf/-1321137294153054267","F:\WWTP DOCUMENT DIVE\Cadillac_MiEnviro_2011-2026\documents\2019-07-18__-1321137294153054267__DMR Daily - MI0020257 _06_01_2019_to_06_30_2019_V1.docx.pdf","Downloaded",""
"2019-05-29","PPN Correspondence_Cadillac WWTP.msg","","NPDES Individual Permit","-1302747580337855905","WRD - NPDES","Permit","MI0020257 v6.0","NPDES Individual Permit","https://mienviro.michigan.gov/ncore/downloadpdf/-1302747580337855905","F:\WWTP DOCUMENT DIVE\Cadillac_MiEnviro_2011-2026\documents\2019-05-29__-1302747580337855905__PPN Correspondence_Cadillac WWTP.msg.pdf","Downloaded",""
"2021-06-16","MI0020257_2021-05-01_to_2021-05-31_1_DMR.pdf","","Schedule - DMR Documents","-1290401862186501671","WRD - NPDES","Permit","MI0020257 v6.0","Schedule - DMR","https://mienviro.michigan.gov/ncore/downloadpdf/-1290401862186501671","F:\WWTP DOCUMENT DIVE\Cadillac_MiEnviro_2011-2026\documents\2021-06-16__-1290401862186501671__MI0020257_2021-05-01_to_2021-05-31_1_DMR.pdf.pdf","Downloaded",""
"2022-03-23","HPG-CXVZ-DDE1A V1.pdf v1","Submission PDF","Misc. Application and Request Docs","-1256077365103863283","WRD - NPDES","Application/Request","HPG-CXVZ-DDE1A","Schedule - Biosolids PFAS Monitoring Report","https://mienviro.michigan.gov/ncore/downloadpdf/-1256077365103863283","F:\WWTP DOCUMENT DIVE\Cadillac_MiEnviro_2011-2026\documents\2022-03-23__-1256077365103863283__HPG-CXVZ-DDE1A V1.pdf v1.pdf","Downloaded",""
"2021-10-26","Brilliant Smiles Family Dentistry.pdf","nForm Document","Form Submission Attachments","-1290048560639934115","WRD - NPDES","Application/Request","HPC-RJ1M-FCGM7","Schedule - NPDES Unscheduled Permit Required Reports","https://mienviro.michigan.gov/ncore/downloadpdf/-1290048560639934115","F:\WWTP DOCUMENT DIVE\Cadillac_MiEnviro_2011-2026\documents\2021-10-26__-1290048560639934115__Brilliant Smiles Family Dentistry.pdf.pdf","Downloaded",""
"2019-02-01","Cadillac WWTP_99% Flow Data.xlsx","","NPDES Individual Permit","-1215723651577862901","WRD - NPDES","Permit","MI0020257 v6.0","NPDES Individual Permit","https://mienviro.michigan.gov/ncore/downloadpdf/-1215723651577862901","F:\WWTP DOCUMENT DIVE\Cadillac_MiEnviro_2011-2026\documents\2019-02-01__-1215723651577862901__Cadillac WWTP_99% Flow Data.xlsx.pdf","Downloaded",""
"2021-10-26","Northern Quality Dental.pdf","nForm Document","Form Submission Attachments","-1354583974200746964","WRD - NPDES","Application/Request","HPC-RJ1M-FCGM7","Schedule - NPDES Unscheduled Permit Required Reports","https://mienviro.michigan.gov/ncore/downloadpdf/-1354583974200746964","F:\WWTP DOCUMENT DIVE\Cadillac_MiEnviro_2011-2026\documents\2021-10-26__-1354583974200746964__Northern Quality Dental.pdf.pdf","Downloaded",""
"2021-03-26","POTW_Monitoring_Data_Summary 2020.xlsx","nForm Document","Form Submission Attachments","-1138678306013829471","WRD - NPDES","Application/Request","HP6-YDST-46BJ3","Schedule - Michigan Industrial Pretreatment Program (IPP) Annual Report","https://mienviro.michigan.gov/ncore/downloadpdf/-1138678306013829471","F:\WWTP DOCUMENT DIVE\Cadillac_MiEnviro_2011-2026\documents\2021-03-26__-1138678306013829471__POTW_Monitoring_Data_Summary 2020.xlsx.pdf","Downloaded",""
"2026-05-22","EGLE WRD Correspondence_ SVN-01952_Cadillac WWTP.msg","Email transmission of SVN-01952","Misc Site Docs","-1255819534835910397","n/a","Site","15637","Site","https://mienviro.michigan.gov/ncore/downloadpdf/-1255819534835910397","F:\WWTP DOCUMENT DIVE\Cadillac_MiEnviro_2011-2026\documents\2026-05-22__-1255819534835910397__EGLE WRD Correspondence_ SVN-01952_Cadillac WWTP.msg.pdf","Downloaded",""
"2018-02-19","DMR Daily - MI0020257 _01_01_2018_to_01_31_2018_V1.docx","DMR Daily Data for period 01/01/2018 - 01/31/2018_V1","Schedule - DMR Documents","-1122778753452821851","WRD - NPDES","Permit","MI0020257 v5.1","NPDES Individual Permit","https://mienviro.michigan.gov/ncore/downloadpdf/-1122778753452821851","F:\WWTP DOCUMENT DIVE\Cadillac_MiEnviro_2011-2026\documents\2018-02-19__-1122778753452821851__DMR Daily - MI0020257 _01_01_2018_to_01_31_2018_V1.docx.pdf","Downloaded",""
"2023-08-01","IPP modification 812023.pdf","","Industrial Pretreatment Program (IPP)","-1172770483702568257","WRD - NPDES","Compliance Action","VN-012230","Violation Notice","https://mienviro.michigan.gov/ncore/downloadpdf/-1172770483702568257","F:\WWTP DOCUMENT DIVE\Cadillac_MiEnviro_2011-2026\documents\2023-08-01__-1172770483702568257__IPP modification 812023.pdf.pdf","Downloaded",""
"2025-10-13","2025-10-13 Follow-up to VN-012230.pdf","","Water Quality VNs, SVNs, ENs","-1102905466883927159","WRD - NPDES","Compliance Action","VN-012230","Violation Notice","https://mienviro.michigan.gov/ncore/downloadpdf/-1102905466883927159","F:\WWTP DOCUMENT DIVE\Cadillac_MiEnviro_2011-2026\documents\2025-10-13__-1102905466883927159__2025-10-13 Follow-up to VN-012230.pdf.pdf","Downloaded",""
"2021-10-28","21N08W30-AB04.pdf","FY21 Land Applic Site ID Packet; site used in the Spring 2021;","Form Submission Attachments","-1189789345381575955","WRD - NPDES","Application/Request","HPC-K20Z-68T3J","Schedule - Biosolids Annual Report","https://mienviro.michigan.gov/ncore/downloadpdf/-1189789345381575955","F:\WWTP DOCUMENT DIVE\Cadillac_MiEnviro_2011-2026\documents\2021-10-28__-1189789345381575955__21N08W30-AB04.pdf.pdf","Downloaded",""
"2021-10-26","My Communtiy Dental Center.pdf","nForm Document","Form Submission Attachments","-1100342612453597963","WRD - NPDES","Application/Request","HPC-RJ1M-FCGM7","Schedule - NPDES Unscheduled Permit Required Reports","https://mienviro.michigan.gov/ncore/downloadpdf/-1100342612453597963","F:\WWTP DOCUMENT DIVE\Cadillac_MiEnviro_2011-2026\documents\2021-10-26__-1100342612453597963__My Communtiy Dental Center.pdf.pdf","Downloaded",""
"2014-11-26","1410104_1 ENVReport 10 30 2014 1323.pdf","","Conversion - Application / Request","-1099212723337640688","WRD - NPDES","Evaluation","E-832F-E9-D657","NPDES CSI-Toxics (10/14/2014)","https://mienviro.michigan.gov/ncore/downloadpdf/-1099212723337640688","F:\WWTP DOCUMENT DIVE\Cadillac_MiEnviro_2011-2026\documents\2014-11-26__-1099212723337640688__1410104_1 ENVReport 10 30 2014 1323.pdf.pdf","Downloaded",""
"2020-02-11","EM-RMP Modification Applic submitted to Donal Brady.msg","EGLE to EGLE","Misc. Submittal Docs","-1004089419836381226","WRD - NPDES","Application/Request","HNX-E8Q7-TQ4BF","Schedule - Biosolids Residuals Management Program (RMP) Submittal or Modification","https://mienviro.michigan.gov/ncore/downloadpdf/-1004089419836381226","F:\WWTP DOCUMENT DIVE\Cadillac_MiEnviro_2011-2026\documents\2020-02-11__-1004089419836381226__EM-RMP Modification Applic submitted to Donal Brady.msg.pdf","Downloaded",""
"2017-10-25","Cadillac WWTP Oct 2017 BOD email 102517.msg","NPDES limit exceedance correspondence","Misc Site Docs","-919100790848612757","n/a","Site","15637","Site","https://mienviro.michigan.gov/ncore/downloadpdf/-919100790848612757","F:\WWTP DOCUMENT DIVE\Cadillac_MiEnviro_2011-2026\documents\2017-10-25__-919100790848612757__Cadillac WWTP Oct 2017 BOD email 102517.msg.pdf","Downloaded",""
"2020-02-11","RMP Modification Request-July 2014.doc","Amend RMP.doc; nForm Document","Form Submission Attachments","-1059360609849530823","WRD - NPDES","Application/Request","HNX-E8Q7-TQ4BF","Schedule - Biosolids Residuals Management Program (RMP) Submittal or Modification","https://mienviro.michigan.gov/ncore/downloadpdf/-1059360609849530823","F:\WWTP DOCUMENT DIVE\Cadillac_MiEnviro_2011-2026\documents\2020-02-11__-1059360609849530823__RMP Modification Request-July 2014.doc.pdf","Downloaded",""
"2019-06-18","DMR Daily - MI0020257 _07_01_2017_to_07_31_2017_V2.docx","DMR Daily Data for period 07/01/2017 - 07/31/2017_V2","Schedule - DMR Documents","-1063545855854767217","WRD - NPDES","Permit","MI0020257 v5.1","NPDES Individual Permit","https://mienviro.michigan.gov/ncore/downloadpdf/-1063545855854767217","F:\WWTP DOCUMENT DIVE\Cadillac_MiEnviro_2011-2026\documents\2019-06-18__-1063545855854767217__DMR Daily - MI0020257 _07_01_2017_to_07_31_2017_V2.docx.pdf","Downloaded",""
"2021-10-20","RE_ IPP Annual report.msg","Data required for the IPP annual report.","Industrial Pretreatment Program (IPP)","-895366165129511824","n/a","Site","15637","Site","https://mienviro.michigan.gov/ncore/downloadpdf/-895366165129511824","F:\WWTP DOCUMENT DIVE\Cadillac_MiEnviro_2011-2026\documents\2021-10-20__-895366165129511824__RE_ IPP Annual report.msg.pdf","Downloaded",""
"2017-04-03","AAR Facility.docx v1","AAR Facility.docx","Applicant Attachments","-910355065678437940","WRD - NPDES","Application/Request","2Q7-HQ21-P66B","Permit Change - National Pollutant Discharge Elimination System (NPDES) Municipal Application Form (Reissuance)","https://mienviro.michigan.gov/ncore/downloadpdf/-910355065678437940","F:\WWTP DOCUMENT DIVE\Cadillac_MiEnviro_2011-2026\documents\2017-04-03__-910355065678437940__AAR Facility.docx v1.pdf","Downloaded",""
"2022-06-23","HPJ-N5BJ-2CYH5 V1.pdf v1","Submission PDF","Misc. Application and Request Docs","-872813351944594838","WRD - NPDES","Application/Request","HPJ-N5BJ-2CYH5","Schedule - PFAS POTW Effluent Monitoring Report","https://mienviro.michigan.gov/ncore/downloadpdf/-872813351944594838","F:\WWTP DOCUMENT DIVE\Cadillac_MiEnviro_2011-2026\documents\2022-06-23__-872813351944594838__HPJ-N5BJ-2CYH5 V1.pdf v1.pdf","Downloaded",""
"2026-03-25","MI0020257_2026-01-01_to_2026-01-31_2_DMR.pdf","","Schedule - DMR Documents","-884835855454563670","WRD - NPDES","Permit","MI0020257 v7.0","Schedule - DMR","https://mienviro.michigan.gov/ncore/downloadpdf/-884835855454563670","F:\WWTP DOCUMENT DIVE\Cadillac_MiEnviro_2011-2026\documents\2026-03-25__-884835855454563670__MI0020257_2026-01-01_to_2026-01-31_2_DMR.pdf.pdf","Downloaded",""
"2026-03-13","260225.biosolids.PFAS.Merit.PDF","nForm Document","Form Submission Attachments","-807426977827984435","WRD - NPDES","Application/Request","HQM-0Z2W-CZ7GW","Schedule - Biosolids PFAS Monitoring Report","https://mienviro.michigan.gov/ncore/downloadpdf/-807426977827984435","F:\WWTP DOCUMENT DIVE\Cadillac_MiEnviro_2011-2026\documents\2026-03-13__-807426977827984435__260225.biosolids.PFAS.Merit.PDF.pdf","Downloaded",""
"2015-11-19","DMR Daily - MI0020257 _10_01_2015_to_10_31_2015_V1.docx","DMR Daily Data for period 10/01/2015 - 10/31/2015_V1","Schedule - DMR Documents","-751241790278250853","WRD - NPDES","Permit","MI0020257 v5.0","NPDES Individual Permit","https://mienviro.michigan.gov/ncore/downloadpdf/-751241790278250853","F:\WWTP DOCUMENT DIVE\Cadillac_MiEnviro_2011-2026\documents\2015-11-19__-751241790278250853__DMR Daily - MI0020257 _10_01_2015_to_10_31_2015_V1.docx.pdf","Downloaded",""
"2018-05-21","EM Tr-Land app rates and info.msg","from Fac. Oper.","NPDES Biosolids Evaluation","-766849109262881587","WRD - NPDES","Evaluation","E-DHWW-FYB-ZBN","Biosolids Audit (05/11/2018)","https://mienviro.michigan.gov/ncore/downloadpdf/-766849109262881587","F:\WWTP DOCUMENT DIVE\Cadillac_MiEnviro_2011-2026\documents\2018-05-21__-766849109262881587__EM Tr-Land app rates and info.msg.pdf","Downloaded",""
"2021-10-26","Bright Dental Health.pdf","nForm Document","Form Submission Attachments","-795255606312594736","WRD - NPDES","Application/Request","HPC-RJ1M-FCGM7","Schedule - NPDES Unscheduled Permit Required Reports","https://mienviro.michigan.gov/ncore/downloadpdf/-795255606312594736","F:\WWTP DOCUMENT DIVE\Cadillac_MiEnviro_2011-2026\documents\2021-10-26__-795255606312594736__Bright Dental Health.pdf.pdf","Downloaded",""
"2023-10-05","Public Notice Letter_Cadillac WWTP.msg","","Misc. NPDES Permit Docs","-825643718394833452","WRD - NPDES","Permit","MI0020257 v7.0","NPDES Individual Permit","https://mienviro.michigan.gov/ncore/downloadpdf/-825643718394833452","F:\WWTP DOCUMENT DIVE\Cadillac_MiEnviro_2011-2026\documents\2023-10-05__-825643718394833452__Public Notice Letter_Cadillac WWTP.msg.pdf","Downloaded",""
"2013-03-09","Application Complete Checklist.doc","Application Complete Checklist","Conversion - Permit","-750857842152552655","WRD - NPDES","Permit","MI0020257 v5.0","NPDES Individual Permit","https://mienviro.michigan.gov/ncore/downloadpdf/-750857842152552655","F:\WWTP DOCUMENT DIVE\Cadillac_MiEnviro_2011-2026\documents\2013-03-09__-750857842152552655__Application Complete Checklist.doc.pdf","Downloaded",""
"2017-11-16","DMR Daily - MI0020257 _10_01_2017_to_10_31_2017_V1.docx","DMR Daily Data for period 10/01/2017 - 10/31/2017_V1","Schedule - DMR Documents","-739207244620603055","WRD - NPDES","Permit","MI0020257 v5.1","NPDES Individual Permit","https://mienviro.michigan.gov/ncore/downloadpdf/-739207244620603055","F:\WWTP DOCUMENT DIVE\Cadillac_MiEnviro_2011-2026\documents\2017-11-16__-739207244620603055__DMR Daily - MI0020257 _10_01_2017_to_10_31_2017_V1.docx.pdf","Downloaded",""
"2026-07-13","HQQ-0ZQQ-VCZ9T_v1.pdf","Submission PDF","Form Submission Attachments","-724492843495781795","WRD - NPDES","Application/Request","HQQ-0ZQQ-VCZ9T","Schedule - Submit updated IPP procedures, SUO, and ERP.","https://mienviro.michigan.gov/ncore/downloadpdf/-724492843495781795","F:\WWTP DOCUMENT DIVE\Cadillac_MiEnviro_2011-2026\documents\2026-07-13__-724492843495781795__HQQ-0ZQQ-VCZ9T_v1.pdf.pdf","Downloaded",""
"2018-05-18","Cadillac WWTP 2nd PFAS-IPP Mailing.pdf","","Industrial Pretreatment Program (IPP)","-739906742778535660","n/a","Site","15637","Site","https://mienviro.michigan.gov/ncore/downloadpdf/-739906742778535660","F:\WWTP DOCUMENT DIVE\Cadillac_MiEnviro_2011-2026\documents\2018-05-18__-739906742778535660__Cadillac WWTP 2nd PFAS-IPP Mailing.pdf.pdf","Downloaded",""
"2018-10-29","FY18 Applier-Mgt Practices Cert-Fall 2017.doc v1","Mgt Practices Certification.doc;","Applicant Attachments","-685056191163607732","WRD - NPDES","Application/Request","HNH-M790-67ZPK","Schedule - Biosolids Annual Report","https://mienviro.michigan.gov/ncore/downloadpdf/-685056191163607732","F:\WWTP DOCUMENT DIVE\Cadillac_MiEnviro_2011-2026\documents\2018-10-29__-685056191163607732__FY18 Applier-Mgt Practices Cert-Fall 2017.doc v1.pdf","Downloaded",""
"2014-11-26","201411251653.pdf","DEQ Test Data Evaluation","Conversion - Application / Request","-668421988306006771","WRD - NPDES","Evaluation","E-832F-E9-D657","NPDES CSI-Toxics (10/14/2014)","https://mienviro.michigan.gov/ncore/downloadpdf/-668421988306006771","F:\WWTP DOCUMENT DIVE\Cadillac_MiEnviro_2011-2026\documents\2014-11-26__-668421988306006771__201411251653.pdf.pdf","Downloaded",""
"2025-10-30","HQG-QQ9K-KSZ7V_v1.pdf","Submission PDF","Form Submission Attachments","-645990763212332188","WRD - NPDES","Application/Request","HQG-QQ9K-KSZ7V","Schedule - IPP Unscheduled Submissions for Approval","https://mienviro.michigan.gov/ncore/downloadpdf/-645990763212332188","F:\WWTP DOCUMENT DIVE\Cadillac_MiEnviro_2011-2026\documents\2025-10-30__-645990763212332188__HQG-QQ9K-KSZ7V_v1.pdf.pdf","Downloaded",""
"2022-10-28","21N08W30-AB04.pdf","nForm Document","Form Submission Attachments","-656960315240919665","WRD - NPDES","Application/Request","HPN-5DCS-H4WTR","Schedule - Biosolids Annual Report","https://mienviro.michigan.gov/ncore/downloadpdf/-656960315240919665","F:\WWTP DOCUMENT DIVE\Cadillac_MiEnviro_2011-2026\documents\2022-10-28__-656960315240919665__21N08W30-AB04.pdf.pdf","Downloaded",""
"2020-07-31","UPDATED Cadillac Waste Water AMP - NPDES permit report document 2020.docx","Submital Attachments","Form Submission Attachments","-621303826784066175","WRD - NPDES","Application/Request","HP1-NF8B-MDEG6","Schedule - Asset Management Annual Report","https://mienviro.michigan.gov/ncore/downloadpdf/-621303826784066175","F:\WWTP DOCUMENT DIVE\Cadillac_MiEnviro_2011-2026\documents\2020-07-31__-621303826784066175__UPDATED Cadillac Waste Water AMP - NPDES permit report document 2020.docx.pdf","Downloaded",""
"2026-03-25","HQM-5QVG-V9A98_v1.pdf","Submission PDF","Form Submission Attachments","-588199248180010083","WRD - NPDES","Application/Request","HQM-5QVG-V9A98","Schedule - Certification of Completion of Additional Monitoring Requirements","https://mienviro.michigan.gov/ncore/downloadpdf/-588199248180010083","F:\WWTP DOCUMENT DIVE\Cadillac_MiEnviro_2011-2026\documents\2026-03-25__-588199248180010083__HQM-5QVG-V9A98_v1.pdf.pdf","Downloaded",""
"2025-05-13","MI0020257_2025-04-01_to_2025-04-30_DMR.pdf","","Schedule - DMR Documents","-626431502200600831","WRD - NPDES","Permit","MI0020257 v7.0","Schedule - DMR","https://mienviro.michigan.gov/ncore/downloadpdf/-626431502200600831","F:\WWTP DOCUMENT DIVE\Cadillac_MiEnviro_2011-2026\documents\2025-05-13__-626431502200600831__MI0020257_2025-04-01_to_2025-04-30_DMR.pdf.pdf","Downloaded",""
